RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited,eligible,active,country
83,15641732,Mills,543,Female,36,3,0,2,26019.59,0,TRUE,FALSE,France
84,15701164,Onyeorulu,506,Female,34,4,90307.62,1,159235.29,0,FALSE,FALSE,Spain
85,15738751,Beit,493,Female,46,4,0,2,1907.66,0,TRUE,FALSE,Italy
86,15805254,Ndukaku,652,Female,75,10,0,2,114675.75,0,TRUE,TRUE,France
87,15762418,Gant,750,Male,22,3,121681.82,1,128643.35,1,FALSE,TRUE,Germany
88,15625759,Rowley,729,Male,30,9,0,2,151869.35,0,TRUE,TRUE,Italy
89,15622897,Sharpe,646,Female,46,4,0,3,93251.42,1,FALSE,TRUE,Canada
90,15767954,Osborne,635,Female,28,3,81623.67,2,156791.36,0,FALSE,TRUE,Italy
91,15757535,Heap,647,Female,44,5,0,3,174205.22,1,FALSE,TRUE,France
92,15731511,Ritchie,808,Male,45,7,118626.55,2,147132.46,0,FALSE,FALSE,France
93,15809248,Cole,524,Female,36,10,0,2,109614.57,0,FALSE,TRUE,USA
94,15640635,Capon,769,Male,29,8,0,2,172290.61,0,FALSE,FALSE,USA
95,15676966,Capon,730,Male,42,4,0,2,85982.47,0,FALSE,FALSE,Italy
96,15699461,Fiorentini,515,Male,35,10,176273.95,1,121277.78,0,FALSE,FALSE,UK
97,15738721,Graham,773,Male,41,9,102827.44,1,64595.25,0,FALSE,TRUE,UK
98,15693683,Yuille,814,Male,29,8,97086.4,2,197276.13,0,FALSE,FALSE,USA
99,15604348,Allard,710,Male,22,8,0,2,99645.04,0,FALSE,TRUE,Germany
100,15633059,Fanucci,413,Male,34,9,0,2,6534.18,0,TRUE,FALSE,Spain
101,15808582,Fu,665,Female,40,6,0,1,161848.03,0,TRUE,FALSE,Italy
102,15743192,Hung,623,Female,44,6,0,2,167162.43,0,FALSE,TRUE,Spain
103,15580146,Hung,738,Male,31,9,82674.15,1,41970.72,0,FALSE,FALSE,USA
104,15776605,Bradley,528,Male,36,7,0,2,60536.56,0,FALSE,FALSE,France
105,15804919,Dunbabin,670,Female,65,1,0,1,177655.68,1,FALSE,FALSE,Canada
106,15613854,Mauldon,622,Female,46,4,107073.27,2,30984.59,1,FALSE,FALSE,Italy
107,15599195,Stiger,582,Male,32,1,88938.62,1,10054.53,0,FALSE,TRUE,USA
108,15812878,Parsons,785,Female,36,2,99806.85,1,36976.52,0,FALSE,FALSE,Germany
109,15602312,Walkom,605,Male,33,5,150092.8,1,71862.79,0,FALSE,FALSE,Canada
110,15744689,T'ang,479,Male,35,9,92833.89,1,99449.86,1,TRUE,TRUE,Italy
111,15803526,Eremenko,685,Male,30,3,90536.81,1,63082.88,0,FALSE,FALSE,Italy
112,15665790,Rowntree,538,Male,39,7,108055.1,2,27231.26,0,TRUE,FALSE,UK
113,15715951,Thorpe,562,Male,42,2,100238.35,1,86797.41,0,FALSE,FALSE,France
114,15591100,Chiemela,675,Male,36,9,106190.55,1,22994.32,0,FALSE,FALSE,Italy
115,15609618,Fanucci,721,Male,28,9,154475.54,2,101300.94,1,TRUE,TRUE,France
116,15675522,Ko,628,Female,30,9,132351.29,2,74169.13,0,FALSE,FALSE,USA
117,15705512,Welch,668,Female,37,6,167864.4,1,115638.29,0,TRUE,TRUE,Germany
118,15698028,Duncan,506,Female,41,1,0,2,31766.3,0,FALSE,FALSE,Canada
119,15661670,Chidozie,524,Female,31,8,107818.63,1,199725.39,1,FALSE,FALSE,Canada
120,15600781,Wu,699,Male,34,4,185173.81,2,120834.48,0,TRUE,FALSE,Germany
121,15682472,Culbreth,828,Male,34,8,129433.34,2,38131.77,0,FALSE,TRUE,Italy
122,15580203,Kennedy,674,Male,39,6,120193.42,1,100130.95,0,TRUE,FALSE,Italy
123,15690673,Cameron,656,Female,39,6,0,2,141069.88,0,FALSE,FALSE,USA
124,15760085,Calabresi,684,Female,48,10,126384.42,1,198129.36,0,TRUE,TRUE,UK
125,15779659,Zetticci,625,Female,28,3,0,1,183646.41,0,TRUE,TRUE,UK
126,15627360,Fuller,432,Male,42,9,152603.45,1,110265.24,1,FALSE,TRUE,UK
127,15671137,MacDonald,549,Female,52,1,0,1,8636.05,1,FALSE,TRUE,France
128,15782688,Piccio,625,Male,56,0,148507.24,1,46824.08,1,TRUE,FALSE,UK
129,15575492,Kennedy,828,Female,41,7,0,2,171378.77,0,FALSE,FALSE,Germany
130,15591607,Fernie,770,Male,24,9,101827.07,1,167256.35,0,FALSE,FALSE,Canada
131,15740404,He,758,Female,34,3,0,2,124226.16,0,FALSE,FALSE,Canada
132,15718369,Kaodilinakachukwu,795,Female,33,9,130862.43,1,114935.21,0,TRUE,TRUE,France
133,15677871,Cocci,687,Male,38,9,122570.87,1,35608.88,0,TRUE,FALSE,USA
134,15642004,Alekseeva,686,Male,25,1,0,2,16459.37,0,TRUE,FALSE,Germany
135,15712543,Chinweike,789,Male,39,7,124828.46,2,124411.08,0,TRUE,FALSE,Canada
136,15584518,Arthur,589,Female,50,5,144895.05,2,34941.23,0,TRUE,FALSE,Germany
137,15802381,Li,461,Female,34,5,63663.93,1,167784.28,0,TRUE,TRUE,Canada
138,15610156,Ma,637,Male,40,2,133463.1,1,93165.34,0,TRUE,FALSE,Spain
139,15594408,Chia,584,Female,48,2,213146.2,1,75161.25,1,TRUE,FALSE,USA
140,15640905,Vasin,579,Female,35,1,129490.36,2,8590.83,1,TRUE,FALSE,USA
141,15698932,Groves,756,Male,44,10,137452.09,1,189543.9,0,FALSE,TRUE,Spain
142,15724944,Tien,663,Male,34,7,0,2,180427.24,0,TRUE,TRUE,France
143,15628145,Forwood,682,Female,43,5,125851.93,1,193318.33,0,FALSE,FALSE,Canada
144,15713483,Greeves,793,Male,52,2,0,1,159123.82,1,FALSE,FALSE,Canada
145,15612350,Taylor,691,Female,31,5,40915.55,1,126213.84,1,FALSE,FALSE,Canada
146,15800703,Madukwe,485,Female,21,5,113157.22,1,54141.5,0,TRUE,TRUE,UK
147,15705707,Bennelong,635,Female,29,8,138296.94,2,141075.51,0,TRUE,FALSE,UK
148,15754105,Olisanugo,650,Male,37,5,106967.18,1,24495.03,0,TRUE,FALSE,UK
149,15703264,Chukwufumnanya,735,Male,44,9,120681.63,1,74836.34,0,TRUE,FALSE,UK
150,15794413,Harris,416,Male,32,0,0,2,878.87,0,FALSE,TRUE,UK
151,15650237,Morgan,754,Female,32,7,0,2,89520.75,0,TRUE,FALSE,Spain
152,15759618,Alexeeva,535,Female,48,9,0,1,149892.79,1,TRUE,FALSE,USA
153,15811589,Metcalfe,716,Male,42,8,0,2,180800.42,0,TRUE,TRUE,France
154,15689044,Humphries,539,Male,37,2,127609.59,1,98646.22,0,TRUE,TRUE,Germany
155,15709368,Milne,614,Female,43,6,0,2,109041.53,0,TRUE,FALSE,UK
156,15679145,Chou,706,Male,57,7,0,1,17941.16,1,FALSE,TRUE,Spain
157,15655007,Li,758,Female,33,7,0,2,82996.47,0,TRUE,FALSE,Canada
158,15623595,Clayton,586,Female,28,2,0,2,92067.35,0,FALSE,TRUE,France
159,15589975,Maclean,646,Female,73,6,97259.25,1,104719.66,0,TRUE,TRUE,France
160,15804017,Chigolum,631,Female,33,4,123246.7,1,112687.57,0,FALSE,FALSE,France
161,15692132,Wilkinson,717,Female,22,6,101060.25,1,84699.56,0,TRUE,FALSE,Spain
162,15641122,Wei,684,Male,30,2,0,2,83473.82,0,TRUE,FALSE,Germany
163,15630910,Treacy,800,Female,49,7,108007.36,1,47125.11,0,FALSE,TRUE,UK
164,15680772,Hu,721,Female,36,2,0,2,106977.8,0,FALSE,FALSE,France
165,15658929,Taverner,683,Male,29,0,133702.89,1,55582.54,1,FALSE,FALSE,Spain
166,15585388,Sherman,660,Male,31,9,125189.75,2,139874.43,0,TRUE,FALSE,Canada
167,15724623,Taubman,704,Female,24,7,113034.22,1,162503.48,1,FALSE,FALSE,USA
168,15588537,Robinson,615,Female,41,9,109013.23,1,196499.96,0,TRUE,FALSE,Canada
169,15574692,Pinto,667,Female,39,2,0,2,40721.24,1,TRUE,TRUE,Spain
170,15611325,Wood,682,Male,24,9,57929.81,2,53134.3,0,FALSE,FALSE,Spain
171,15587562,Hawkins,484,Female,29,4,130114.39,1,164017.89,0,FALSE,FALSE,Spain
172,15613172,Sun,628,Male,27,5,95826.49,2,155996.96,0,TRUE,TRUE,France
173,15651022,Yost,480,Male,44,10,129608.57,1,5472.7,1,TRUE,FALSE,Spain
174,15586310,Ting,578,Male,30,4,169462.09,1,112187.11,0,FALSE,FALSE,USA
175,15625524,Rowe,512,Male,40,5,0,2,146457.83,0,FALSE,FALSE,France
176,15755209,Fu,484,Female,35,7,133868.21,1,27286.1,0,FALSE,FALSE,Canada
177,15645248,Ho,510,Female,30,0,0,2,130553.47,0,TRUE,FALSE,USA
178,15790355,Okechukwu,606,Male,36,5,190479.48,2,179351.89,0,TRUE,TRUE,Italy
179,15762615,Campbell,597,Female,40,8,101993.12,1,94774.12,0,TRUE,TRUE,Canada
180,15625426,Ashbolt,754,Female,55,3,161608.81,1,8080.85,1,TRUE,TRUE,Spain
181,15716334,Rozier,850,Female,45,2,122311.21,1,19482.5,0,TRUE,FALSE,UK
182,15789669,Hsia,510,Male,65,2,0,2,48071.61,0,TRUE,TRUE,UK
183,15621075,Ogbonnaya,778,Female,45,1,162150.42,2,174531.27,0,FALSE,FALSE,France
184,15810845,T'ang,636,Male,42,2,0,2,55470.78,0,TRUE,FALSE,UK
185,15719377,Cocci,804,Female,50,4,0,1,8546.87,1,TRUE,FALSE,Canada
186,15654506,Chang,514,Male,32,8,0,2,95857.18,0,TRUE,TRUE,France
187,15771977,T'ao,730,Female,39,1,99010.67,1,194945.8,0,FALSE,TRUE,Canada
188,15708710,Ford,525,Female,37,0,0,1,131521.72,0,TRUE,TRUE,Spain
189,15726676,Marshall,616,Male,30,5,0,2,196108.51,0,TRUE,FALSE,Germany
190,15587421,Tsai,687,Female,34,7,111388.18,2,148564.76,0,FALSE,TRUE,Germany
191,15726931,Onwumelu,715,Female,41,8,56214.85,2,92982.61,1,TRUE,FALSE,USA
192,15771086,Graham,512,Female,36,3,84327.77,2,17675.36,0,TRUE,TRUE,Spain
193,15756850,Golovanov,479,Male,40,1,0,2,114996.43,0,TRUE,TRUE,UK
194,15702741,Potts,601,Male,32,8,93012.89,1,86957.42,0,TRUE,FALSE,Spain
195,15679200,Crawford,580,Male,29,9,61710.44,2,128077.8,0,TRUE,FALSE,Italy
196,15594815,Aleshire,807,Male,35,3,174790.15,1,600.36,0,FALSE,TRUE,Germany
197,15635905,Moran,616,Female,32,6,0,2,43001.46,0,FALSE,TRUE,UK
198,15777892,Samsonova,721,Male,37,3,107720.64,1,158591.12,0,FALSE,TRUE,Canada
199,15656176,Jenkins,501,Male,57,10,0,2,47847.19,0,TRUE,FALSE,Canada
200,15811127,Volkov,521,Male,35,6,96423.84,1,10488.44,0,TRUE,FALSE,Germany
201,15604482,Chiemezie,850,Male,30,2,141040.01,1,5978.2,0,TRUE,TRUE,Spain
202,15622911,Jude,759,Male,42,4,105420.18,1,121409.06,0,FALSE,TRUE,UK
203,15600974,He,516,Male,50,5,0,1,146145.93,1,TRUE,FALSE,USA
204,15727868,Onuora,711,Female,38,2,129022.06,2,14374.86,1,TRUE,TRUE,Canada
205,15627801,Ginikanwa,512,Male,33,3,176666.62,1,94670.77,0,FALSE,FALSE,Spain
206,15773039,Ku,550,Male,37,3,0,1,179670.31,0,TRUE,FALSE,USA
207,15755262,McDonald,608,Female,41,3,89763.84,1,199304.74,1,FALSE,FALSE,UK
208,15679531,Collins,618,Male,34,5,134954.53,1,151954.39,0,FALSE,FALSE,Germany
209,15684181,Hackett,643,Male,45,5,0,1,142513.5,1,FALSE,FALSE,Italy
210,15612087,Dike,671,Male,45,2,106376.85,1,158264.62,0,TRUE,FALSE,France
211,15752047,Trevisano,689,Male,33,2,161814.64,2,169381.9,0,TRUE,TRUE,Germany
212,15624592,Tan,603,Male,31,8,0,2,169915.02,0,TRUE,FALSE,USA
213,15573152,Glassman,620,Female,41,9,0,2,88852.47,0,TRUE,FALSE,Spain
214,15594917,Miller,676,Female,34,1,63095.01,1,40645.81,0,TRUE,TRUE,Canada
215,15785542,Kornilova,572,Male,26,4,118287.01,2,60427.3,0,TRUE,FALSE,UK
216,15723488,Watson,668,Male,47,7,106854.21,1,157959.02,1,TRUE,TRUE,Germany
217,15680920,Marchesi,695,Male,46,7,49512.55,1,133007.34,0,FALSE,FALSE,Canada
218,15786308,Millar,730,Female,33,9,0,2,176576.62,0,TRUE,TRUE,Canada
219,15659366,Shih,807,Male,43,1,105799.32,2,34888.04,1,FALSE,TRUE,Italy
220,15774854,Fuller,592,Male,54,8,0,1,28737.71,1,TRUE,FALSE,UK
221,15725311,Hay,726,Female,31,9,114722.05,2,98178.57,0,TRUE,FALSE,USA
222,15787155,Yang,514,Male,30,7,0,1,125010.24,0,TRUE,FALSE,UK
223,15727829,McIntyre,567,Male,42,2,0,2,167984.61,0,FALSE,FALSE,UK
224,15733247,Stevenson,850,Male,33,10,0,1,4861.72,1,FALSE,TRUE,Spain
225,15568748,Poole,671,Male,45,6,99564.22,1,108872.45,1,FALSE,TRUE,France
226,15699029,Bagley,670,Male,37,4,170557.91,2,198252.88,0,FALSE,TRUE,Canada
227,15774393,Ch'ien,694,Female,30,9,0,2,26960.31,0,TRUE,FALSE,USA
228,15676895,Cattaneo,547,Female,39,6,74596.15,3,85746.52,1,FALSE,TRUE,Spain
229,15637753,O'Sullivan,751,Male,50,2,96888.39,1,77206.25,1,TRUE,FALSE,Canada
230,15605461,Lucas,594,Female,29,3,130830.22,1,61048.53,0,TRUE,FALSE,France
231,15808473,Ringrose,673,Male,72,1,0,2,111981.19,0,FALSE,TRUE,Spain
232,15627000,Freeman,610,Male,40,0,0,2,62232.6,0,FALSE,FALSE,France
233,15787174,Sergeyev,512,Female,37,1,0,2,156105.03,0,FALSE,TRUE,France
234,15723886,Fiore,767,Male,20,3,119714.25,2,150135.38,0,FALSE,FALSE,France
235,15704769,Smith,585,Female,67,5,113978.97,2,93146.11,0,FALSE,TRUE,Spain
236,15772896,Dumetochukwu,763,Male,42,6,100160.75,1,33462.94,1,FALSE,FALSE,UK
237,15711540,Pacheco,712,Female,29,2,0,1,144375,0,FALSE,TRUE,France
238,15764866,Synnot,539,Female,43,3,116220.5,3,55803.96,1,FALSE,TRUE,UK
239,15794056,Johnston,668,Female,46,2,0,3,89048.46,1,TRUE,FALSE,Canada
240,15795149,Stevens,703,Male,28,2,81173.83,2,162812.16,0,FALSE,FALSE,Canada
241,15812009,Grant,662,Male,38,4,0,2,136259.65,0,FALSE,TRUE,USA
242,15651001,Tsao,725,Female,39,5,116803.8,1,124052.97,0,TRUE,FALSE,Italy
243,15813844,Barnes,703,Male,37,8,105961.68,2,74158.8,0,FALSE,FALSE,UK
244,15596175,McIntosh,659,Male,67,6,117411.6,1,45071.09,1,TRUE,FALSE,Canada
245,15576269,Madison,523,Male,34,7,0,2,62030.06,0,TRUE,TRUE,Italy
246,15797219,Ifesinachi,635,Female,40,10,123497.58,1,131953.23,1,FALSE,TRUE,France
247,15685500,Glazkov,772,Male,26,7,152400.51,2,79414,0,TRUE,FALSE,Italy
248,15599792,Dimauro,545,Female,26,1,0,2,199638.56,0,TRUE,FALSE,Italy
249,15657566,Wieck,634,Male,24,8,103097.85,1,157577.29,0,TRUE,TRUE,France
250,15772423,Liao,739,Male,54,8,126418.14,1,134420.75,1,TRUE,FALSE,UK
251,15628112,Hughes,771,Female,36,5,77846.9,1,99805.99,0,FALSE,TRUE,France
252,15753754,Morrison,587,Female,34,1,0,2,97932.68,0,TRUE,FALSE,USA
253,15793726,Matveyeva,681,Female,79,0,0,2,170968.99,0,FALSE,FALSE,Germany
254,15694717,Ku,544,Male,37,2,79731.91,1,57558.95,0,TRUE,FALSE,Spain
255,15665834,Cheatham,696,Male,28,8,0,1,176713.47,0,TRUE,TRUE,France
256,15765297,Yao,766,Male,41,0,0,2,34283.23,0,TRUE,TRUE,France
257,15636684,Kirkland,727,Male,34,10,0,2,198637.34,0,TRUE,TRUE,Italy
258,15592979,Rose,671,Female,34,6,37266.67,2,156917.12,0,FALSE,TRUE,USA
259,15750803,Jess,693,Female,30,6,127992.25,1,50457.2,0,FALSE,FALSE,Canada
260,15607178,Welch,850,Male,38,3,54901.01,1,140075.55,0,TRUE,FALSE,Canada
261,15713853,Ifeajuna,732,Male,42,9,108748.08,2,65323.11,0,TRUE,TRUE,Italy
262,15673481,Morton,726,Female,48,6,99906.19,1,64323.24,0,FALSE,FALSE,UK
263,15686776,Rossi,557,Female,32,6,184686.41,2,14956.44,0,TRUE,FALSE,France
264,15673693,Reppert,682,Female,26,0,110654.02,1,111879.21,0,TRUE,TRUE,France
265,15700696,Kang,738,Male,31,9,79019.8,1,18606.23,0,TRUE,FALSE,Italy
266,15813163,Ch'iu,531,Female,36,9,99240.51,1,123137.01,0,FALSE,FALSE,France
267,15653857,Wallis,498,Male,34,2,0,2,148528.24,0,FALSE,TRUE,UK
268,15777076,Clark,651,Male,36,7,0,2,13898.31,0,FALSE,FALSE,Germany
269,15717398,Fielding,549,Female,39,7,0,1,81259.25,1,TRUE,FALSE,Spain
270,15799217,Zetticci,791,Female,35,7,52436.2,1,161051.75,0,TRUE,FALSE,Spain
271,15787071,Dulhunty,650,Male,41,9,0,2,191599.67,0,FALSE,TRUE,Spain
272,15619955,Bevington,733,Male,34,3,100337.96,3,48559.19,1,FALSE,TRUE,Germany
273,15796505,Boyle,811,Female,34,1,149297.19,2,186339.74,0,FALSE,FALSE,France
274,15725166,Newton,707,Male,30,8,0,2,33159.37,0,FALSE,FALSE,Italy
275,15800116,Bowman,712,Male,28,4,145605.44,1,93883.53,0,TRUE,FALSE,Canada
276,15758685,Dubinina,706,Female,37,7,0,2,110899.3,0,FALSE,TRUE,USA
277,15694456,Toscani,756,Male,62,3,0,1,11199.04,1,TRUE,TRUE,France
278,15767339,Chiazagomekpere,777,Female,53,10,0,2,189992.97,0,FALSE,TRUE,Germany
279,15683562,Allen,646,Male,35,6,84026.86,1,164255.69,0,TRUE,FALSE,UK
280,15782210,K'ung,714,Male,46,1,0,1,152167.79,1,FALSE,FALSE,Germany
281,15668893,Wilsmore,782,Male,39,8,0,2,33949.67,0,FALSE,FALSE,Canada
282,15669169,Hargreaves,775,Male,29,10,0,2,68143.93,0,FALSE,FALSE,Spain
283,15643024,Huang,479,Male,35,4,138718.92,1,47251.79,1,FALSE,FALSE,France
284,15699389,Ch'ien,807,Male,42,7,118274.71,1,25885.72,0,TRUE,TRUE,Canada
285,15708608,Wallwork,799,Female,22,8,174185.98,2,192633.85,0,FALSE,FALSE,Spain
286,15626144,Chu,675,Male,40,7,113208.86,2,34577.36,0,TRUE,FALSE,USA
287,15573112,Kang,602,Male,29,5,103907.28,1,161229.84,0,TRUE,FALSE,UK
288,15790678,Davidson,475,Female,32,8,119023.28,1,100816.29,0,TRUE,TRUE,Spain
289,15727556,O'Donnell,744,Female,26,5,166297.89,1,181694.44,0,TRUE,FALSE,USA
290,15697307,Nnachetam,588,Male,34,10,0,2,79078.91,0,FALSE,TRUE,Germany
291,15652266,Chidiebele,703,Male,42,9,63227,1,137316.32,0,TRUE,TRUE,Spain
292,15607098,Ahmed,747,Female,41,5,94521.17,2,194926.86,0,TRUE,TRUE,Spain
293,15655774,Booth,583,Male,27,7,0,2,51285.49,0,TRUE,TRUE,Italy
294,15590241,Chuang,750,Female,34,9,112822.26,1,150401.53,1,FALSE,TRUE,UK
295,15785819,Shao,681,Male,38,3,0,2,112491.96,0,FALSE,FALSE,UK
296,15723654,Tsao,773,Male,25,2,135903.33,1,73656.38,0,FALSE,FALSE,Canada
297,15774510,Tien,714,Female,31,4,125169.26,1,106636.89,0,FALSE,TRUE,Germany
298,15684173,Chang,687,Female,44,7,0,3,155853.52,1,TRUE,TRUE,Italy
