RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited,eligible,active,country
269,15717398,Fielding,549,Female,39,7,0.0,1,81259.25,1,true,false,Spain
270,15799217,Zetticci,791,Female,35,7,52436.2,1,161051.75,0,true,false,Spain
271,15787071,Dulhunty,650,Male,41,9,0.0,2,191599.67,0,false,true,Spain
282,15669169,Hargreaves,775,Male,29,10,0.0,2,68143.93,0,false,false,Spain
285,15708608,Wallwork,799,Female,22,8,174185.98,2,192633.85,0,false,false,Spain
288,15790678,Davidson,475,Female,32,8,119023.28,1,100816.29,0,true,true,Spain
291,15652266,Chidiebele,703,Male,42,9,63227.0,1,137316.32,0,true,true,Spain
292,15607098,Ahmed,747,Female,41,5,94521.17,2,194926.86,0,true,true,Spain
310,15746726,Doyle,438,Male,31,8,78398.69,1,44937.01,0,false,true,Spain
320,15626114,Pearson,429,Male,24,4,95741.75,1,46170.75,0,false,false,Spain
321,15810834,Gordon,525,Female,57,2,145965.33,1,64448.36,0,false,false,Spain
325,15682757,Pardey,734,Male,30,3,0.0,2,107640.25,0,false,true,Spain
348,15747358,Russell,643,Male,59,3,170331.37,1,32171.79,0,false,false,Spain
356,15739438,Reed,539,Male,30,0,0.0,2,160979.66,0,true,true,Spain
370,15583303,Monaldo,593,Female,29,2,152265.43,1,34004.44,0,true,true,Spain
384,15622993,Boyd,709,Male,28,8,124695.72,2,145251.35,0,true,true,Spain
385,15689294,Onyemaechi,705,Male,44,3,105934.96,1,82463.69,0,true,false,Spain
389,15748936,Whitehead,709,Female,45,2,0.0,2,162922.65,0,true,false,Spain
406,15692761,Pratt,718,Male,36,9,0.0,1,45909.87,0,false,false,Spain
407,15578045,Mitchell,538,Female,49,9,141434.04,1,173779.25,1,false,false,Spain
419,15659843,Li,643,Female,46,6,0.0,2,106781.59,0,false,false,Spain
421,15810418,T'ang,756,Female,60,3,115924.89,1,93524.19,1,false,true,Spain
427,15652883,Chung,492,Male,39,10,124576.65,2,148584.61,0,true,true,Spain
431,15597602,Nwachinemelu,619,Male,57,3,137946.39,1,72467.99,1,true,true,Spain
437,15693737,Carr,627,Female,30,4,79871.02,2,129826.89,0,false,false,Spain
446,15803406,Ross,748,Female,26,1,77780.29,1,183049.41,0,true,false,Spain
450,15658169,Cook,778,Female,47,6,127299.34,2,124694.99,0,false,true,Spain
452,15785798,Uchechukwu,850,Male,40,9,0.0,2,119232.33,0,false,false,Spain
460,15662976,Lettiere,637,Male,37,8,0.0,1,186062.36,0,true,false,Spain
473,15635367,Muir,774,Male,26,2,93844.69,1,28415.36,0,true,false,Spain
479,15677538,Nwokike,569,Male,38,7,0.0,1,108469.2,0,true,true,Spain
482,15744398,Burns,525,Female,23,5,0.0,2,160249.1,0,false,false,Spain
489,15731744,Carslaw,692,Male,30,2,0.0,2,130486.57,0,true,false,Spain
492,15699005,Martin,710,Female,41,2,156067.05,1,9983.88,0,true,true,Spain
494,15725679,Hsia,531,Female,47,6,0.0,1,194998.34,1,false,true,Spain
495,15585865,Westerberg,673,Female,38,2,170061.92,2,134901.34,1,true,true,Spain
517,15752081,Vassiliev,468,Female,56,10,0.0,3,62256.87,1,false,false,Spain
533,15663478,Baldwin,729,Male,32,6,93694.42,1,79919.13,0,true,true,Spain
544,15705953,Kodilinyechukwu,721,Male,51,0,169312.13,1,109078.35,1,false,false,Spain
545,15802593,Little,504,Female,49,7,0.0,3,87822.14,1,true,false,Spain
547,15708916,Paterson,587,Male,38,0,0.0,2,47414.15,0,true,false,Spain
554,15709324,Bruce,417,Male,34,7,0.0,2,55003.79,0,false,true,Spain
559,15717046,Wentworth-Shields,741,Male,53,3,0.0,2,38913.68,0,false,true,Spain
562,15800440,Power,650,Male,61,1,152968.73,1,82970.69,0,true,false,Spain
569,15795564,Moretti,737,Male,31,5,121192.22,2,74890.58,0,true,false,Spain
570,15706647,Jordan,761,Male,31,7,0.0,3,166698.18,0,true,false,Spain
585,15803689,Begum,647,Female,51,1,119741.77,2,54954.51,1,false,true,Spain
597,15697183,Uchenna,685,Male,43,9,0.0,2,107811.28,0,true,false,Spain
599,15637476,Alexandrova,683,Female,57,5,162448.69,1,9221.78,1,false,true,Spain
602,15645569,Mai,762,Female,26,7,123709.46,2,169654.57,0,false,false,Spain
610,15586585,Duncan,698,Female,51,2,111018.98,1,86410.28,0,false,true,Spain
615,15660271,Duncan,688,Male,26,8,146133.39,1,175296.76,0,false,false,Spain
617,15719352,Davidson,754,Male,39,6,170184.99,2,89593.26,0,true,false,Spain
632,15811762,Pickering,583,Female,54,6,115988.86,1,57553.98,1,false,false,Spain
633,15718673,Mirams,839,Female,33,10,75592.43,1,62674.42,0,true,false,Spain
637,15603323,Bell,660,Female,33,1,0.0,2,117834.91,0,true,false,Spain
646,15569807,Ejimofor,673,Female,34,8,42157.08,1,20598.59,1,true,true,Spain
648,15805112,Pokrovsky,578,Male,38,7,82259.29,1,8996.97,0,true,true,Spain
664,15788659,Howells,695,Male,46,4,0.0,2,137537.22,0,false,false,Spain
668,15575024,Uwaezuoke,503,Male,29,3,0.0,2,143954.99,0,false,false,Spain
682,15613880,Higinbotham,591,Male,58,5,128468.69,1,137254.55,0,true,true,Spain
691,15589493,Otitodilinna,716,Male,27,1,122552.34,2,67611.36,0,false,false,Spain
692,15688251,Mamelu,767,Male,43,1,76408.85,2,77837.63,0,false,true,Spain
693,15665238,Beneventi,745,Male,36,8,145071.24,1,6078.46,0,true,true,Spain
696,15748625,Napolitano,664,Male,57,6,0.0,2,15304.08,0,false,false,Spain
699,15669516,Steele,746,Male,36,2,0.0,2,16436.56,0,false,false,Spain
710,15734886,Mazzi,686,Female,34,3,123971.51,2,147794.63,0,false,true,Spain
716,15578977,Robinson,786,Male,34,9,0.0,2,144517.19,0,false,true,Spain
738,15766741,McIntyre,525,Male,36,2,114628.4,1,168290.06,0,true,true,Spain
753,15677305,Hsieh,490,Female,35,7,107749.03,1,3937.37,0,false,false,Spain
776,15752137,McElroy,648,Male,33,7,134944.0,1,117036.38,0,true,false,Spain
778,15628936,Archer,692,Male,28,9,118945.09,1,16064.25,1,false,false,Spain
780,15769974,Shih,679,Female,35,8,119182.73,1,121210.09,0,true,true,Spain
788,15694366,Hou,714,Male,42,2,177640.09,1,47166.55,0,false,true,Spain
798,15766908,Trevisani,488,Male,32,3,114540.38,1,92568.07,0,true,true,Spain
800,15567367,Tao,601,Female,42,9,133636.16,1,103315.74,0,true,true,Spain
806,15756026,Hooper,790,Female,46,9,0.0,1,14679.81,1,false,false,Spain
812,15649992,Alexander,681,Male,65,7,134714.7,2,190419.81,0,true,true,Spain
821,15596939,Calabresi,659,Male,36,4,132578.92,2,84320.94,0,true,false,Spain
828,15666633,Huang,758,Male,56,1,0.0,2,10643.38,0,false,true,Spain
834,15625881,Koehler,634,Male,37,3,111432.77,2,167032.49,0,false,true,Spain
836,15575883,Manna,559,Male,34,2,137390.11,2,9677.0,0,false,true,Spain
844,15672012,Jen,773,Female,41,5,0.0,1,28266.9,1,true,false,Spain
856,15686436,Newbery,523,Male,32,4,0.0,2,167848.02,0,true,true,Spain
870,15710424,Page,435,Male,36,4,0.0,1,197015.2,0,false,true,Spain
874,15803764,Stanley,561,Male,28,7,0.0,2,7797.01,0,true,false,Spain
875,15674840,Chiazagomekpere,645,Female,38,5,101430.3,2,4400.32,0,false,false,Spain
879,15656333,Jen,574,Female,33,3,134348.57,1,63163.99,0,true,false,Spain
881,15585362,Simmons,749,Female,60,6,0.0,1,17978.68,1,true,false,Spain
888,15625021,Hung,585,Male,42,2,0.0,2,18657.77,0,false,true,Spain
890,15600462,Barwell,542,Female,43,8,145618.37,1,10350.74,0,true,true,Spain
893,15585255,Moore,577,Male,42,9,0.0,1,74077.91,0,true,false,Spain
896,15697000,Mello,728,Male,32,5,61825.5,1,156124.93,0,false,true,Spain
897,15733119,Mistry,718,Male,35,8,0.0,2,94820.85,0,false,false,Spain
899,15654700,Fallaci,523,Female,40,2,102967.41,1,128702.1,1,true,false,Spain
934,15737795,Scott,512,Male,36,1,0.0,1,135482.26,1,true,true,Spain
935,15790299,Williamson,592,Male,37,9,0.0,3,10656.89,0,false,false,Spain
938,15662100,Hsu,850,Female,44,5,128605.32,1,171096.2,0,true,true,Spain
946,15709295,Wall,697,Female,25,5,82931.85,2,128373.88,0,true,true,Spain
948,15741336,Ejimofor,715,Female,38,5,118590.41,1,5684.17,1,false,false,Spain
949,15783659,Blackburn,659,Male,67,4,145981.87,1,131043.2,0,false,true,Spain
956,15571002,Yusupov,706,Female,44,4,129605.99,1,69865.49,0,true,true,Spain
976,15685357,Wright,750,Female,36,8,112940.07,1,9855.81,0,false,true,Spain
988,15613749,Lees,569,Male,34,0,151839.26,1,102299.81,1,false,true,Spain
989,15664521,David,659,Male,31,7,149620.88,2,104533.51,0,false,true,Spain
991,15745527,Burke,655,Male,37,5,93147.0,2,66214.13,0,false,true,Spain
1012,15698442,Eberechukwu,719,Male,35,3,122964.88,1,138231.7,0,true,true,Spain
1015,15585961,Talbot,496,Female,43,3,0.0,2,199505.53,0,true,true,Spain
1017,15770424,Onyeorulu,541,Male,40,7,95710.11,2,49063.42,0,false,false,Spain
1023,15765014,Mai,547,Female,48,1,179380.74,2,69263.1,0,false,true,Spain
1037,15668958,Chatfield,521,Male,30,2,107316.09,1,64299.82,0,false,true,Spain
1038,15631054,Volkova,625,Female,24,1,0.0,2,180969.55,0,true,true,Spain
1053,15623471,Marcelo,607,Male,38,3,98205.77,1,176318.27,0,true,false,Spain
1055,15743016,MacDonald,602,Female,22,7,141604.76,1,30379.6,0,true,true,Spain
1073,15625698,Dumetochukwu,624,Female,23,6,0.0,2,196668.51,0,false,true,Spain
1079,15633650,Woods,677,Female,41,8,146720.98,2,4195.84,0,false,true,Spain
1084,15692583,Udobata,678,Female,32,5,0.0,2,90284.47,0,false,false,Spain
1094,15624347,Fokine,651,Male,40,4,0.0,2,147715.83,0,true,true,Spain
1108,15660316,Stephenson,420,Female,34,1,135549.9,1,149471.13,1,false,true,Spain
1109,15678886,Golubev,679,Male,38,7,110555.37,2,46522.68,0,false,true,Spain
1113,15714750,Northey,690,Female,42,3,92578.14,2,70810.6,0,false,true,Spain
1117,15723250,Teng,519,Male,42,8,0.0,2,101485.72,0,true,true,Spain
1120,15585241,Butcher,756,Male,29,2,117412.19,2,4888.91,0,false,false,Spain
1121,15589358,Stanley,848,Male,31,4,90018.45,2,193132.98,0,false,true,Spain
1127,15593973,Wilkie,663,Female,33,8,122528.18,1,196260.3,0,false,false,Spain
1130,15685309,Souter,669,Female,35,7,0.0,1,49108.23,1,false,true,Spain
1140,15569247,Mitchell,727,Female,57,1,109679.72,1,753.37,0,true,false,Spain
1157,15741295,Yefimova,615,Male,49,3,0.0,2,49872.33,0,false,true,Spain
1163,15752731,Millar,615,Female,30,9,0.0,1,87347.82,0,false,true,Spain
1167,15633419,Brooks,622,Female,28,1,143124.63,2,81723.8,0,true,false,Spain
1171,15590820,Ecuyer,699,Male,26,6,79932.41,1,150242.44,0,false,true,Spain
1174,15808182,Beneventi,478,Female,36,3,92363.3,2,44912.7,0,true,false,Spain
1187,15589257,Grant,670,Female,35,3,103465.02,2,174627.06,0,false,false,Spain
1188,15719302,Brennan,765,Female,50,9,126547.8,1,79579.94,1,true,false,Spain
1193,15589572,Otutodilichukwu,785,Female,61,4,129855.72,2,170214.82,1,true,false,Spain
1194,15779947,Thomas,363,Female,28,6,146098.43,3,100615.14,1,false,false,Spain
1198,15813444,McIntosh,590,Female,34,6,0.0,2,171021.44,0,true,false,Spain
1217,15682528,Cremonesi,572,Male,33,5,0.0,1,41139.05,0,false,false,Spain
1223,15616280,Hsia,536,Male,46,1,65733.41,1,61094.53,0,true,false,Spain
1224,15654229,O'Neill,699,Male,47,1,0.0,2,30117.44,0,true,true,Spain
1234,15575410,Chidiegwu,667,Female,39,4,83765.35,2,118358.54,0,true,false,Spain
1239,15619626,Wade,746,Male,24,3,137492.35,2,170142.09,0,true,false,Spain
1243,15813132,Chukwukadibia,696,Male,30,4,114027.7,1,193716.56,0,true,true,Spain
1248,15711288,Hay,512,Male,24,6,0.0,2,37654.31,0,false,false,Spain
1256,15615032,Peng,624,Male,46,3,0.0,2,62825.03,0,false,true,Spain
1267,15749050,Justice,548,Female,36,3,0.0,1,65996.9,0,true,false,Spain
1269,15617078,Ewing,658,Female,44,6,148481.09,1,130529.13,0,true,false,Spain
1272,15793854,Ahmed,723,Male,42,2,99095.73,1,17512.53,0,false,true,Spain
1279,15641690,Hsiao,681,Male,67,7,0.0,2,163714.92,0,true,false,Spain
1280,15634896,Grant,521,Female,39,6,0.0,2,27375.15,0,false,false,Spain
1286,15658532,Nnamutaezinwa,520,Female,63,5,162278.32,1,34765.33,0,false,true,Spain
1292,15679611,Andrews,734,Female,37,2,130404.92,1,34548.74,0,true,true,Spain
1300,15795166,Creswell,618,Male,42,8,153572.31,2,76679.6,0,false,false,Spain
1302,15800856,Ewen,643,Male,34,3,83132.09,1,21360.88,0,false,true,Spain
1309,15662294,Bennett,710,Male,33,10,118327.17,2,192928.82,0,true,true,Spain
1310,15690079,Boniwell,591,Male,30,8,124857.69,2,50485.7,0,false,false,Spain
1319,15665077,Vogel,598,Female,43,5,0.0,3,100722.72,1,false,false,Spain
1323,15598846,Shahan,700,Female,44,2,58781.76,1,16874.92,0,true,false,Spain
1325,15765537,Liang,687,Male,26,2,142721.52,1,153605.75,0,true,true,Spain
1329,15574331,Alexeeva,593,Female,62,3,118233.81,1,24765.53,1,false,false,Spain
1330,15645572,Calabresi,743,Female,40,6,0.0,1,28280.8,1,true,true,Spain
1332,15575417,Chou,849,Male,37,7,143452.74,2,17294.12,0,false,false,Spain
1337,15682563,Larionova,618,Male,38,5,126473.99,1,91972.49,0,true,false,Spain
1358,15746326,Fields,591,Male,43,3,0.0,2,198926.36,0,true,true,Spain
1361,15694409,Tsao,647,Female,22,3,97975.82,2,62083.0,0,false,false,Spain
1366,15689514,Kang,625,Male,43,8,201696.07,1,133020.9,1,false,true,Spain
1374,15771942,Tikhonov,528,Female,46,9,135555.66,1,133146.03,1,false,false,Spain
1378,15808228,Tuan,768,Female,44,6,60603.4,1,178045.97,0,true,true,Spain
1381,15743067,Fuller,625,Male,26,3,130483.95,1,122810.53,0,false,false,Spain
1389,15775295,McIntyre,630,Female,40,0,118633.08,1,60032.46,1,true,true,Spain
1411,15710164,P'eng,523,Female,73,7,0.0,2,130883.9,1,false,true,Spain
1432,15809772,Glover,667,Male,48,2,0.0,1,43229.2,0,true,false,Spain
1435,15714993,Longo,552,Female,41,9,124349.34,1,135635.25,0,false,false,Spain
1437,15646615,Muir,576,Male,28,1,119336.29,2,58976.85,0,false,false,Spain
1440,15806967,Simmons,778,Female,65,7,0.0,1,77867.23,0,true,true,Spain
1454,15714227,Kelly,672,Female,53,7,0.0,1,136910.18,0,true,true,Spain
1463,15566211,Hsu,616,Female,41,1,103560.57,1,236.45,1,true,false,Spain
1465,15595067,Zhirov,637,Female,40,6,0.0,2,181610.6,0,true,true,Spain
1481,15716822,Moen,646,Male,30,5,98014.74,1,12757.14,0,true,false,Spain
1489,15625824,Kornilova,596,Male,30,6,121345.88,4,41921.75,1,true,true,Spain
1496,15580845,Chienezie,685,Male,57,7,101868.51,1,113483.96,0,true,true,Spain
1498,15694296,Chineze,631,Male,35,9,112392.45,2,24472.23,0,false,false,Spain
1499,15677049,O'Brien,595,Female,25,7,106570.34,2,177025.79,0,true,true,Spain
1503,15660833,Flannery,796,Male,39,5,86350.87,2,105080.53,0,false,false,Spain
1513,15586974,Pearce,656,Male,39,10,0.0,2,98894.64,0,true,false,Spain
1541,15605950,Onwuamaeze,530,Male,23,1,137060.88,2,165227.23,0,true,true,Spain
1554,15568106,L?,592,Female,38,8,119278.01,2,19370.73,0,false,false,Spain
1555,15779481,Swadling,628,Male,34,4,158741.43,2,126192.54,0,false,true,Spain
1556,15709994,Gallo,658,Female,40,7,140596.95,1,135459.02,1,true,true,Spain
1561,15634281,P'an,720,Female,43,10,110822.9,1,72861.94,0,true,false,Spain
1564,15777576,Frost,559,Female,40,5,139129.44,1,32635.54,0,false,false,Spain
1573,15725141,Whiddon,716,Female,44,3,109528.28,1,27341.63,1,false,true,Spain
1585,15631460,Swift,671,Female,42,3,0.0,2,128449.33,0,false,false,Spain
1608,15648721,Hsueh,711,Male,64,4,0.0,2,3185.67,0,true,false,Spain
1613,15649121,Pinto,665,Male,52,3,0.0,1,116137.01,1,false,false,Spain
1635,15735222,Ignatieff,705,Female,23,5,0.0,2,73131.73,0,true,false,Spain
1640,15723053,T'ang,504,Male,32,8,170291.22,2,15658.99,0,false,true,Spain
1655,15667134,Cisneros,446,Male,32,8,0.0,2,133292.94,0,false,true,Spain
1658,15752342,Bradley,704,Female,54,6,133656.91,3,145071.33,1,true,false,Spain
1662,15806447,Mazzanti,690,Male,32,0,106683.52,2,137916.49,0,true,true,Spain
1690,15700854,Cunningham,595,Male,35,8,0.0,1,100015.79,1,false,true,Spain
1694,15689612,Pirozzi,554,Female,34,8,0.0,1,106981.03,0,true,true,Spain
1708,15732832,Jideofor,707,Female,40,5,0.0,2,41052.82,0,false,true,Spain
1719,15762745,Macvitie,648,Male,32,8,0.0,1,133653.38,0,false,false,Spain
1720,15746970,Townsend,760,Female,57,1,0.0,2,25101.17,0,true,true,Spain
1726,15574879,Wright,631,Female,37,2,121801.72,2,23146.62,0,false,true,Spain
1729,15675320,Leonard,758,Female,40,5,93499.82,2,123218.81,0,false,true,Spain
1730,15643824,Johnston,637,Male,33,0,132255.99,2,74588.41,0,false,true,Spain
1741,15672132,Butusov,695,Female,42,7,121453.63,1,46374.64,0,false,false,Spain
1743,15578603,Alexeieva,584,Female,54,1,77354.37,1,138192.98,1,false,true,Spain
1758,15704763,Kozlova,523,Female,39,1,143903.11,1,118711.75,1,true,true,Spain
1765,15636238,Graham,611,Male,40,1,0.0,2,102547.56,0,true,false,Spain
1783,15642002,Hayward,554,Female,35,6,117707.18,2,95277.15,1,false,true,Spain
1790,15773017,Todd,763,Female,37,6,0.0,2,149705.25,0,false,false,Spain
1792,15776467,De Salis,702,Female,35,8,14262.8,2,54689.16,0,false,false,Spain
1793,15746451,Barry,686,Male,41,7,102749.72,1,194913.86,0,true,false,Spain
1799,15610446,Chinedum,714,Female,51,4,88308.87,3,5862.53,1,true,true,Spain
1822,15621432,Lee,630,Male,35,1,0.0,2,186826.22,0,true,true,Spain
1825,15770498,Parker,798,Female,37,4,111723.08,1,83478.12,0,true,true,Spain
1826,15678727,Tan,770,Male,45,4,110765.68,1,26163.74,1,true,false,Spain
1829,15792649,Patterson,547,Female,31,9,0.0,2,99294.22,0,false,false,Spain
1832,15738219,Nash,632,Female,36,7,0.0,2,52526.65,0,true,false,Spain
1836,15583718,Terry,696,Male,38,6,142316.14,1,8018.49,0,false,true,Spain
1844,15769346,Baird,587,Female,36,1,134997.49,2,44688.08,0,true,true,Spain
1848,15758845,Rocher,590,Female,37,0,64345.21,1,61759.33,1,false,true,Spain
1851,15587581,Russo,785,Female,33,5,136624.6,2,169117.74,0,true,false,Spain
1861,15778190,Onyekaozulu,639,Female,28,8,97840.72,1,178222.77,0,false,true,Spain
1868,15740164,Genovesi,715,Female,33,3,85227.84,1,68087.15,0,true,false,Spain
1882,15669922,Conti,530,Female,36,2,0.0,2,14721.8,0,false,true,Spain
1893,15773487,Conway,634,Female,31,8,76798.92,1,196021.73,0,true,false,Spain
1904,15705885,Smeaton,752,Male,36,2,0.0,2,45570.84,0,true,false,Spain
1907,15608387,Fu,786,Female,29,4,0.0,2,103372.79,0,true,true,Spain
1927,15716023,Pearson,693,Male,31,1,0.0,2,182270.88,0,true,false,Spain
1939,15594902,Lombardi,518,Male,38,3,90957.81,1,162304.59,0,false,false,Spain
1942,15645956,Jideofor,452,Male,44,3,88915.85,1,69697.74,0,false,false,Spain
1947,15698321,Yobanna,648,Male,34,3,95039.73,2,147055.87,0,true,false,Spain
1951,15615456,Aleksandrova,680,Female,37,10,123806.28,1,81776.84,1,false,true,Spain
1967,15638463,Okwudilichukwu,681,Female,48,8,139480.18,1,163581.67,0,true,true,Spain
1968,15598088,Ni,559,Male,25,5,0.0,2,163221.22,0,false,true,Spain
1973,15700174,McKay,733,Female,30,0,83319.28,1,57769.2,0,true,true,Spain
1995,15666055,Rowe,705,Female,49,7,0.0,1,63405.2,1,true,false,Spain
2000,15567399,Enderby,633,Male,43,3,144164.29,1,158646.46,0,true,true,Spain
2002,15734311,Hamilton,661,Female,27,3,0.0,2,76889.79,0,false,true,Spain
2008,15727384,Chukwuemeka,705,Female,43,10,146547.78,1,10072.55,1,true,false,Spain
2024,15731890,Chukwukere,601,Male,41,1,123971.16,1,172814.99,0,true,false,Spain
2036,15799825,Bentley,583,Female,44,8,0.0,2,27431.62,0,false,false,Spain
2042,15709846,Yeh,840,Female,39,1,94968.97,1,84487.62,0,true,true,Spain
2056,15705991,Kenenna,469,Male,38,9,113599.42,1,11950.29,0,true,false,Spain
2061,15747980,Cattaneo,737,Male,38,6,146282.79,2,198516.2,0,true,true,Spain
2073,15711015,Hammonds,743,Male,36,4,0.0,2,190911.02,0,false,true,Spain
2081,15813412,Barlow,721,Female,55,3,44020.89,1,65864.4,1,true,false,Spain
2097,15757916,Amaechi,600,Female,38,9,0.0,2,58855.85,0,false,true,Spain
2105,15719561,Lin,768,Male,42,5,0.0,3,60686.4,0,false,false,Spain
2120,15791836,Wildman,690,Male,29,5,0.0,2,108577.97,0,false,false,Spain
2121,15651554,Anenechukwu,618,Female,54,4,118449.21,1,133573.29,1,false,false,Spain
2127,15735719,Babbage,790,Female,40,9,0.0,2,70607.1,0,true,true,Spain
2146,15639322,Grave,633,Male,33,4,137847.41,2,98349.13,0,false,true,Spain
2147,15594349,Streeten,850,Male,49,5,122486.47,1,59748.19,0,true,true,Spain
2165,15794479,Becker,767,Male,77,8,149083.7,1,190146.83,0,false,false,Spain
2181,15762902,Stanley,649,Female,42,7,0.0,2,22974.01,0,false,true,Spain
2184,15730735,Henning,713,Male,38,9,72286.84,2,26136.89,0,false,true,Spain
2186,15730397,Narelle,739,Male,40,1,109681.61,1,193321.3,0,true,true,Spain
2192,15583548,Harrison,525,Female,47,6,118560.0,1,82522.61,1,true,true,Spain
2193,15761763,Jamieson,845,Male,33,8,164385.53,1,150664.97,0,false,true,Spain
2195,15710161,Ko,850,Female,34,2,0.0,2,171706.66,0,true,false,Spain
2199,15573876,Chia,473,Male,48,8,0.0,2,71139.8,0,false,false,Spain
2261,15623927,Alexander,576,Male,55,9,0.0,2,94450.97,0,true,true,Spain
2262,15681402,Ngozichukwuka,763,Female,61,1,66101.89,1,143981.27,0,false,true,Spain
2263,15586264,Murray,572,Male,43,2,140431.98,1,26450.57,1,false,true,Spain
2265,15812945,Padovesi,582,Female,29,0,0.0,1,84012.81,0,false,false,Spain
2267,15629323,Kelechi,617,Female,37,4,116471.43,2,175324.74,1,false,false,Spain
2277,15684951,He,542,Female,59,2,68892.77,2,7905.06,1,false,true,Spain
2279,15582960,Short,473,Female,33,5,125827.43,1,145698.73,0,true,false,Spain
2289,15579166,Munro,619,Female,30,7,70729.17,1,160948.87,0,true,true,Spain
2292,15778157,Murray,598,Male,27,8,90721.52,2,109296.18,0,false,false,Spain
2298,15797595,Greenhalgh,709,Female,40,9,131569.63,1,103970.58,0,true,true,Spain
2300,15763171,Hu,650,Female,25,2,114330.95,1,25325.07,0,false,true,Spain
2305,15680141,Yuan,759,Female,35,7,147936.42,1,106785.7,0,true,true,Spain
2306,15576945,Clements,582,Male,29,0,0.0,1,142516.35,0,true,true,Spain
2313,15724223,Bronner,545,Female,55,5,0.0,1,10034.77,1,true,true,Spain
2319,15648005,Russell,672,Male,33,2,0.0,2,182738.0,0,true,false,Spain
2324,15784676,Fanucci,583,Male,51,6,125268.03,2,165082.25,0,false,false,Spain
2325,15748116,Zetticci,681,Female,29,2,148143.84,1,52021.39,0,true,false,Spain
2343,15788535,Tan,593,Male,44,5,0.0,1,128046.98,0,true,true,Spain
2348,15746708,Ritchie,589,Male,55,7,119961.48,1,65156.83,1,false,true,Spain
2353,15726791,Nuttall,637,Female,45,2,157929.45,1,145134.49,1,true,true,Spain
2355,15669342,Ferri,731,Male,35,2,127862.93,2,139083.7,0,false,false,Spain
2382,15774151,Iadanza,614,Female,41,7,179915.85,1,14666.35,1,true,false,Spain
2384,15642468,Clark,697,Male,42,9,132739.26,2,174667.65,0,false,false,Spain
